Exercise Name,Muscle Group,Exercise Image URL,Muscles Worked Image,Commentary,Page URL,Avg Rep,Avg Break
Dumbbell Horizontal External Shoulder Rotation,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/DB-standing-external-shoulder-rotation.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Muscles-worked-by-band-shoulder-external-rotation.jpg?resize=700%2C700&ssl=1,"External rotations train your posterior rotator cuff muscles, mainly infraspinatus and teres minor. By placing your upper arm out to your side, you train the teres minor and infraspinatus at a slightly longer muscle length compared to lying external rotations.",https://www.strengthlog.com/dumbbell-horizontal-external-shoulder-rotation/,4,120
Dumbbell Lateral Raise,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Dumbbell-Lateral-Raise.gif?resize=600%2C600&ssl=1,,,https://www.strengthlog.com/dumbbell-lateral-raise/,5,120
Dumbbell Rear Delt Row,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Dumbbell-Rear-Delt-Row.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Muscles-worked-in-rear-delt-row.jpg?resize=700%2C700&ssl=1,"The dumbbell rear delt row is a great rear delt exercise. To avoid cheating or swinging the weights up, make sure you use light weights and focus on muscle contact with your rear deltoids.",https://www.strengthlog.com/dumbbell-rear-delt-row/,5,120
Dumbbell Shoulder Press,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Dumbbell-shoulder-press.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-trained-by-dumbbell-shoulder-press-exercise-1024x1024.jpg?resize=700%2C700&ssl=1,"The dumbbell shoulder press is a variant of the barbell overhead press. The dumbbells increase the demand for shoulder stability, and can also enable a longer range of motion. With dumbbells, you might also be able to move your arms more to your sides compared to a barbell, which can emphasize the training effect of the medial deltoids. This exercise can be done both standing and sitting, with one or two arms at a time. By standing up and using one arm at a time, you can increase the muscle activation of the obliques.",https://www.strengthlog.com/dumbbell-shoulder-press/,5,120
Face Pull,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/05/face-pull.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/07/Muscles-worked-by-face-pull.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/face-pull/,5,120
Front Hold,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/front-hold.jpg?resize=700%2C700&ssl=1,,"This is an exercise where it is easy to pick a weight that is too heavy. Rather err on the lighter side, and strive for a strict form where you focus on getting good contact with your delts.",https://www.strengthlog.com/front-hold/,5,120
Landmine Press,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/landmine-press.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/muscles-worked-landmine-press.png?resize=700%2C700&ssl=1,"The landmine press is a variation of the shoulder press where you can work one side at a time even if your only equipment is a barbell. You can also perform the exercise with both hands on the bar, leading to more activation in your upper chest muscles.",https://www.strengthlog.com/landmine-press/,5,180
Lying Dumbbell External Shoulder Rotation,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Dumbbell-lying-external-shoulder-rotation.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Muscles-worked-by-band-shoulder-external-rotation.jpg?resize=700%2C700&ssl=1,"External rotations train your posterior rotator cuff muscles, mainly infraspinatus. You can put your arm in a better position for this exercise if you use a small folded towel or something similar, to place between your elbow and your side. Alternatives to using a dumbbell are to use a cable pulley or elastic bands (while standing up).",https://www.strengthlog.com/lying-dumbbell-external-shoulder-rotation/,4,120
Lying Dumbbell Internal Shoulder Rotation,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/DB-lying-internal-shoulder-rotation-on-bench.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Muscles-worked-by-band-shoulder-external-rotation.jpg?resize=700%2C700&ssl=1,"Internal rotations train your anterior rotator cuff muscles (subscapularis). By lying on a bench, or similar elevation, you can increase the range of motion compared to lying on the floor. Alternatives to using a dumbbell are to use a cable pulley or elastic bands (while standing up).",https://www.strengthlog.com/lying-dumbbell-internal-shoulder-rotation/,4,120
Machine Lateral Raise,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/lateral-raise-machine.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-machine-lateral-raise.png?resize=700%2C700&ssl=1,"This is an exercise where it is easy to pick a weight that is too heavy. Rather err on the lighter side, and strive for a strict form where you focus on getting good contact with your delts.",https://www.strengthlog.com/machine-lateral-raise/,5,120
Machine Shoulder Press,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/machine-shoulder-press.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-machine-shoulder-press.png?resize=700%2C700&ssl=1,"The machine shoulder press is an exercise that offers more stability and requires less balance and coordination than shoulder presses with for example dumbbells or a barbell. That could lead to an increased focus on the muscles worked, and also makes it easy to learn for a beginner.",https://www.strengthlog.com/machine-shoulder-press/,5,120
Monkey Row,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/monkey-row.gif?resize=526%2C526&ssl=1,,The monkey row is a shoulder exercise that primarily trains your side delts.,https://www.strengthlog.com/monkey-row/,5,120
Overhead Press,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Overhead-press-exercise.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/Muscles-worked-in-overhead-press-exercise.png?resize=563%2C563&ssl=1,,https://www.strengthlog.com/overhead-press/,5,180
Plate Front Raise,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/Plate-front-raise.gif?resize=600%2C600&ssl=1,,"This is an exercise where it is easy to pick a weight that is too heavy. Rather err on the lighter side, and strive for a strict form where you focus on getting good contact with your delts.",https://www.strengthlog.com/plate-front-raise/,5,120
Power Jerk,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/power-jerk.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Power-jerk-exercise-muscles-worked.jpg?resize=700%2C700&ssl=1,"The power jerk is a variant of jerk that differs from the split jerk in that you keep your feet parallel throughout the lift. Another variant is the squat jerk, which resembles the power jerk, but you catch the bar in an even deeper squatting position.",https://www.strengthlog.com/power-jerk/,5,180
Push Press,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/push-press.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Push-press-muscles-worked.jpg?resize=700%2C700&ssl=1,"The push press is a variant of the overhead press where you use your legs to help lift the bar. In the push press you only bend your knees once, when you accelerate the bar, as opposed to a jerk, where you bend your knees a second time to catch the bar on straight arms.",https://www.strengthlog.com/push-press/,5,180
Reverse Cable Flyes,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/08/Reverse-cable-fly.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/08/muscle-map-reverse-cable-fly.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/reverse-cable-fly/,5,120
Reverse Dumbbell Flyes,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Reverse-dumbbell-flyes.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/06/Muscles-worked-by-reverse-dumbbell-flyes-2.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/reverse-dumbbell-flyes/,5,120
Reverse Machine Fly,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/reverse-machine-fly.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-Reverse-Machine-Fly.png?resize=700%2C700&ssl=1,"Reverse machine flyes is an isolation exercise for the muscles that horisontally extend your upper arms, and thus trains many of the antagonists of common pressing exercises.",https://www.strengthlog.com/reverse-machine-fly/,5,120
Seated Dumbbell Shoulder Press,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/Seated-dumbbell-shoulder-press.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/06/Muscles-worked-by-seated-dumbbell-shoulder-press.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/seated-dumbbell-shoulder-press/,5,180
Seated Barbell Overhead Press,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/Seated-barbell-overhead-press.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/11/Muscles-worked-by-seated-barbell-overhead-press.jpg?resize=700%2C700&ssl=1,"The press is a classic upper-body exercise, and a staple when it comes to building up your shoulder. By sitting down, you reduce the need for core stabilization and can focus more on the actual pressing and primarily working muscles.",https://www.strengthlog.com/seated-barbell-overhead-press/,5,180
Seated Smith Machine Shoulder Press,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/smith-machine-shoulder-press.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-Seated-Smith-Machine-Shoulder-Press.png?resize=700%2C700&ssl=1,"Smith machine shoulder press differs from a free barbell press primarily by its completely fixed bar path, which lessens the requirements of stabilization and balance. This can make it easier to focus on the muscles trained.",https://www.strengthlog.com/seated-smith-machine-shoulder-press/,5,180
Snatch Grip Behind the Neck Press,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/snatch-grip-behind-the-neck-press.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/01/Muscles-worked-in-snatch-grip-behind-the-neck-press.png?resize=700%2C700&ssl=1,"Snatch grip behind the neck press trains the strength, stability, and mobility of your shoulders. This exercise can also be performed with the aid of your legs, like in a push press or jerk.",https://www.strengthlog.com/snatch-grip-behind-the-neck-press/,5,180
Squat Jerk,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/squat-jerk.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-in-the-squat-jerk.png?resize=700%2C700&ssl=1,"The squat jerk is a variant of jerk that differs from the split jerk in that you keep your feet parallel throughout the lift. Another variant is the power jerk, which resembles the squat jerk, but you only bend your knees slightly, as opposed to the deep squatting position of the squat jerk.",https://www.strengthlog.com/squat-jerk/,5,180
Split Jerk,Shoulder,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/split-jerk.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Split-jerk-muscles-worked-in-the-exercise-1024x1024.jpg?resize=700%2C700&ssl=1,"The split jerk is a variant of jerk that differs from the squat jerk and power jerk in that you receive the bar in a lunge position. The split jerk is the most commonly used form of jerk in weightlifting competitions. This is probably because the split jerk makes it easier to receive the bar in a deep position, while at the same time giving you a wide base and thereby more stability.",https://www.strengthlog.com/split-jerk/,5,180
Barbell Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/12/Barbell-biceps-curl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/05/Muscles-worked-in-the-barbell-curl-2.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/barbell-curl/,5,120
Barbell Preacher Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/preacher-curl-barbell.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/06/muscles-worked-in-preacher-curl-2.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/barbell-preacher-curl/,5,120
Bayesian Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/Bayesian-curls.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/muscles-worked-Bayesian-curl2.png?resize=700%2C700&ssl=1,The Bayesian Curl effectively isolates the biceps by maintaining constant tension from the cable and provides a greater range of motion than traditional curls.,https://www.strengthlog.com/bayesian-curl/,5,120
Bodyweight Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/Bodyweight-curls.gif?resize=600%2C600&ssl=1,,The bodyweight curl is an alternative way to build arm strength if you don’t have access to any free weights. All you need is an area where the rope or rings can be securely attached and you are ready to exercise,https://www.strengthlog.com/bodyweight-curl/,4,120
Cable Crossover Bicep Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/bamsecurls.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/muscles-curls-in-cable-crossover-biceps-curl.png?resize=700%2C700&ssl=1,"Cable crossover bicep curl is an effective exercise for isolating and targeting the biceps. Since the cables maintain constant tension throughout the movement, the muscles could be activated more evenly compared to free weights",https://www.strengthlog.com/cable-crossover-bicep-curl/,5,120
Cable Curl With Bar,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-curl-with-handle.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-cable-curl.png?resize=700%2C700&ssl=1,"The cable curl is an alternative to the barbell curl that offers more of a constant tension on your muscles throughout the movement. Because the direction of pull is slightly diagonal to the ground, it is harder for the arm flexors to relax in this exercise. This might be beneficial for muscle growth.",https://www.strengthlog.com/cable-curl-with-bar/,5,120
Cable Curl With Rope,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/cable-curl-with-rope.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-cable-curl.png?resize=700%2C700&ssl=1,"Cable curl is an alternative to the barbell curl that offers more of a constant tension on your muscles throughout the movement. Because the direction of pull is slightly diagonal to the ground, it is harder for the arm flexors to relax in this exercise. This might be beneficial for muscle growth. Cable curl with a rope where you hold a neutral grip will slightly unload the biceps brachii, and thus isolate the brachialis and brachioradialis more.",https://www.strengthlog.com/cable-curl-with-rope/,5,120
Concentration Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Concentration-curl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-concentration-curl-exercise-1024x1024.jpg?resize=700%2C700&ssl=1,"Concentration curl is an exercise where it is easy to focus on the muscle contact with your biceps, and it is difficult to cheat by letting other muscles take over the work.",https://www.strengthlog.com/concentration-curl/,5,120
Drag Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/drag-curl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/muscles-worked-drag-curl2.png?resize=700%2C700&ssl=1,Drag Curls differ from standard bicep curls by emphasizing the backward pull of the elbows.,https://www.strengthlog.com/drag-curl/,5,120
Dumbbell Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Hantelcurl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/02/Muscles-worked-in-dumbbell-curl-exercise2-1024x1024.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/dumbbell-curl/,5,120
Dumbbell Preacher Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Preacher-Curl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-preacher-curl.jpg?resize=700%2C700&ssl=1,"The preacher curl is an effective exercise for isolating and focusing on the arm flexors. If fully extending your arm feels uncomfortable, you can avoid that position by reversing the movement earlier.",https://www.strengthlog.com/dumbbell-preacher-curl/,5,120
Hammer Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Hammer-curl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/05/Muscles-worked-in-the-hammer-curl-2.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/hammer-curl/,5,120
Incline Dumbbell Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Incline-Dumbbell-Curl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-Incline-Dumbbell-Curl.png?resize=700%2C700&ssl=1,"Incline dumbbell curl is an exercise where biceps brachii works at a slightly longer muscle lengths than in regular bicep curls. This is because the biceps originates from the shoulder blade, and is thus extended when your arm is behind your body, like in this exercise. This position can potentially lead to greater muscle growth than regular curls. Another consequence is that it is slightly harder to cheat with your technique in this exercise.",https://www.strengthlog.com/incline-dumbbell-curl/,5,120
Machine Bicep Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/Machine-biceps-curl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/Muscles-worked-by-machine-biceps-curl.webp?resize=700%2C700&ssl=1,Machine Bicep Curls are a good exercise for the beginner or if you want to squeeze out the last of your muscles. This since you are being put in the correct position by the machine and don’t have to worry about balance or cheating.,https://www.strengthlog.com/machine-bicep-curl/,5,120
Resistance Band Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/resistance-band-curl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/muscles-worked-resistance-band-curl.png?resize=700%2C700&ssl=1,The resistance band curl is a bicep exercise that provides gradually increasing resistance throughout the movement and is gentle on the joints.,https://www.strengthlog.com/resistance-band-curl/,5,120
Spider Curl,Bicep,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/spider-curl-does-whatever-a-spider-curl-does-2.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/Muscles-worked-in-spider-curl-exercise-1024x1024-1-1024x1024.jpg?resize=700%2C700&ssl=1,"For the best training effect on your arm flexors (i.e., biceps), you should probably maintain a strict form, where your muscles are under constant tension. To accomplish this, you could try to avoid letting your elbows travel backward during the lift, and also keep tension in the muscles in the bottom position.",https://www.strengthlog.com/spider-curl/,5,120
Barbell Standing Triceps Extension,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Standing-Triceps-Extension.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/07/Muscles-worked-by-standing-tricep-extension-1024x1024.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/barbell-standing-triceps-extension/,5,120
Barbell Lying Triceps Extension,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Lying-Tricep-Extension.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/05/muscles-worked-barbell-lying-tricep-extension-2.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/barbell-lying-triceps-extension/,5,120
Bench Dip,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/12/C7251A7B-7A1B-47AE-A88C-7054692BCEF0.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/11/Muscles-worked-in-bench-dips.jpg?resize=700%2C700&ssl=1,"The bench dip is a variant of the bar dip that utilizes a bench instead of a dip station. This exercise puts more emphasis on your triceps than the bar dip does, which instead emphasizes your chest and front delts more.",https://www.strengthlog.com/bench-dip/,5,120
Crossbody Cable Triceps Extension,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/Crossbody-Cable-Triceps-Extension.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/11/muscles-worked-Crossbody-Cable-Triceps-Extension-1024x1024.png?resize=700%2C700&ssl=1,"This exercise engage the triceps throughout the range of motion, thanks to the constant tension from the cable machine.",https://www.strengthlog.com/crossbody-cable-triceps-extension/,5,120
Close-Grip Push-Up,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/close-grip-push-up.gif?resize=600%2C600&ssl=1,,"The push-up is a classic bodyweight exercise for the upper body, with the benefit that you don’t need any equipment to perform it. By placing your hands closer together than in the regular push-up, you transfer more of the load to the triceps.",https://www.strengthlog.com/close-grip-push-up/,4,120
Dumbbell Lying Triceps Extension,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/03/Lying-Dumbbell-Triceps-Extension-1.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/Muscles-worked-by-lying-triceps-extension-1024x1024-2-1024x1024.png?resize=700%2C700&ssl=1,The lying triceps extension is a very effective tricep exercise that besides extending your elbow joint also trains the triceps function to bring your upper arm down towards your midline. You can also perform the dumbbell lying triceps extension on the floor if you work out at home and don’t have a weight bench.,https://www.strengthlog.com/dumbbell-lying-triceps-extension/,5,120
Dumbbell Standing Triceps Extension,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Standing-Triceps-Extension.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-standing-tricep-extension-1024x1024.png?resize=700%2C700&ssl=1,The standing triceps extension is an effective exercise for isolating the tricep muscle. Common variations of this exercise is to use a small barbell or a heavier dumbbell which you hold with both hands.,https://www.strengthlog.com/dumbbell-standing-triceps-extension/,5,120
Overhead Cable Triceps Extension,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/04/cable-rope-overhead-triceps-extension.gif?resize=600%2C652&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/07/Muscles-worked-in-Overhead-Cable-Triceps-Extension-1024x1024.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/overhead-cable-triceps-extension/,5,120
Tricep Bodyweight Extension,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/Bodyweight-triceps-extension.gif?resize=600%2C600&ssl=1,,"This is a good alternative for triceps training if you don’t have access to free weights. If you want to make the movement easier, set the bar higher. If you want to make it harder, set it lower.",https://www.strengthlog.com/triceps-bodyweight-extension/,4,120
Tricep Pushdown With Bar,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/triceps-pushdown-with-straight-handle.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/05/muscles-worked-in-tricep-pushdown-2.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/tricep-pushdown-with-bar/,5,120
Tricep Pushdown With Rope,Triceps,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/triceps-pushdown-with-rope.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/07/Muscles-worked-by-triceps-pushdown.png?resize=700%2C700&ssl=1,,https://www.strengthlog.com/tricep-pushdown-with-rope/,5,120
Air Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Air-squat.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-air-squats.jpg?resize=700%2C700&ssl=1,"The air squat is a classic exercise that requires no equipment. For the beginner, this exercise might initiate a strength gain all on its own, and for the more experienced trainee it might serve as a mobility-increasing exercise, warm-up or rehabilitation. You can aid your balance in this exercise by holding out your arms in front of you, or even holding a light weight, like in a goblet squat.",https://www.strengthlog.com/air-squat/,3,120
Barbell Hack Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/04/Barbell-Hack-Squat-Exercise.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2021/11/Barbell-Hack-Squat-Muscles-Worked.jpg?resize=700%2C700&ssl=1,"The barbell hack squat is an old-school lift and an alternative to regular hack squats if you don’t have access to a machine. This exercise is similar to the barbell deadlift, with the difference that the barbell is placed behind your legs instead of in front of them. This forces you into a more upright position and shifts most of the work onto your quadriceps, unlike the deadlift which is more of a posterior chain exercise.",https://www.strengthlog.com/barbell-hack-squat/,5,180
Barbell Lunge,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Lunge.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-barbell-lunge.png?resize=700%2C700&ssl=1,"The lunge is an exercise that not only strengthens your leg muscles, but it can also be used to train your balance, coordination and control. An alternative to using a barbell for external load, is to hold weights (i.e. dumbbells or kettlebells) in your hands. An alternative way to perform this exercise, that might feel easier on your knees, is to take a step backward instead of forward.",https://www.strengthlog.com/barbell-lunge/,5,120
Barbell Walking Lunge,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/02/Barbell-walking-lunges.gif?resize=600%2C600&ssl=1,,"The lunge is an exercise that not only strengthens your leg muscles, it can also be used to train your balance, coordination, and knee control. An alternative to the walking lunges is to stay in one place, performing all reps for one leg first before switching to the other.",https://www.strengthlog.com/barbell-walking-lunges/,5,120
Belt Squat,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2023/01/belt-squat.gif?resize=600%2C600&ssl=1,,"The belt squat is a good alternative to the Barbell Squat. The movement is similar, but the weight placement helps you put less tension on your lower back.",https://www.strengthlog.com/belt-squats/,5,180
Body Weight Lunge,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2022/09/Bodyweight-Lunge-exercise.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/10/Muscles-worked-by-bodyweight-lunge.jpg?resize=700%2C700&ssl=1,"The lunge is a body weight exercise that not only strengthens your leg muscles, but it can also be used to train your balance, coordination and control. You can make the exercise heavier by holding weights in your hands. An alternative way to perform this exercise, that might feel easier on your knees, is to take a step backward instead of forward.",https://www.strengthlog.com/body-weight-lunge/,5,120
Bodyweight Leg Curl,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/01/body-weight-leg-curl.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/01/muscles-worked.png?resize=700%2C700&ssl=1,This is an alternative to strengthen your hamstrings even if you can’t access a barbell or dumbbells. All you need is a pair of socks (or a towel) and a kitchen floor or hardwood floor.,https://www.strengthlog.com/bodyweight-leg-curl/,4,120
Box Jump,Leg,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/box-jump.gif?resize=600%2C600&ssl=1,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2024/10/muscles-worked-box-jump.png?resize=700%2C700&ssl=1,"Box Jumps are a plyometric exercise that develops explosiveness, power, and coordination. They target the lower body and improve cardiovascular endurance. >> Return to exercise directory.",https://www.strengthlog.com/box-jump/,3,120
